Lab,Compound,Exp,Conc.,Rep,Viability,IL-18,Fold,Dunnett,Reason for,,,,,,
(no.),(no.),,(µg/ml),,(rel %),(pg/µg),increase,(s/ns),repeating,,,,,,
,,,,,,,,,,,,,,,
5,132,2,2.5,3,79.480,3.615,2.268,,,,,,,,
5,132,2,2.5,4,88.577,3.390,2.127,,,,,,,,
5,132,2,5,1,53.941,3.363,2.110,ns,,,,,,,
5,132,2,5,2,68.845,3.071,1.927,,,,,,,,
5,132,2,5,3,84.815,3.195,2.005,,,,,,,,
5,132,2,5,4,83.910,4.082,2.561,,,,,,,,
5,132,2,10,1,5.909,3.275,2.055,s,,,,,,,
5,132,2,10,2,7.074,5.460,3.426,,,,,,,,
5,132,2,10,3,7.386,6.785,4.257,,,,,,,,
5,132,2,10,4,8.009,7.071,4.437,,,,,,,,
5,132,3,1.25,1,89.401,1.207,0.912,ns,,,,,,,
5,132,3,1.25,2,95.618,1.252,0.945,,,,,,,,
5,132,3,1.25,3,91.247,1.511,1.141,,,,,,,,
5,132,3,1.25,4,97.061,1.394,1.053,,,,,,,,
5,132,3,2.5,1,56.993,1.728,1.305,ns,,,,,,,
5,132,3,2.5,2,79.843,2.076,1.568,,,,,,,,
5,132,3,2.5,3,78.239,1.869,1.412,,,,,,,,
5,132,3,2.5,4,72.315,2.157,1.629,,,,,,,,
5,132,3,5,1,26.439,2.210,1.669,ns,,,,,,,
5,132,3,5,2,47.662,2.387,1.803,,,,,,,,
5,132,3,5,3,59.981,2.204,1.665,,,,,,,,
5,132,3,5,4,53.594,2.125,1.605,,,,,,,,
5,132,3,10,1,4.726,6.745,5.095,ns,,,,,,,
5,132,3,10,2,5.735,8.214,6.205,,,,,,,,
5,132,3,10,3,5.598,8.246,6.228,,,,,,,,
5,132,3,10,4,6.038,8.525,6.439,,,,,,,,
5,133,1,8.75,1,99.559,2.145,1.076,ns,,,,,,,
5,133,1,8.75,2,105.208,1.817,0.912,,,,,,,,
5,133,1,8.75,3,114.933,2.096,1.052,,,,,,,,
5,133,1,8.75,4,102.499,2.681,1.345,,,,,,,,
5,133,1,17.5,1,100.635,1.524,0.765,ns,,,,,,,
5,133,1,17.5,2,99.971,2.098,1.053,,,,,,,,
5,133,1,17.5,3,107.570,2.219,1.113,,,,,,,,
5,133,1,17.5,4,105.441,2.149,1.079,,,,,,,,
5,133,1,35,1,96.849,2.236,1.122,ns,,,,,,,
5,133,1,35,2,100.094,2.126,1.067,,,,,,,,
5,133,1,35,3,119.922,1.854,0.930,,,,,,,,
5,133,1,35,4,97.318,2.015,1.011,,,,,,,,
5,133,1,70,1,87.789,1.816,0.911,ns,,,,,,,
5,133,1,70,2,95.323,2.048,1.028,,,,,,,,
5,133,1,70,3,97.409,2.348,1.178,,,,,,,,
5,133,1,70,4,98.870,2.449,1.229,,,,,,,,
5,133,2,8.75,1,91.383,2.324,0.874,ns,,,,,,,
5,133,2,8.75,2,92.266,3.217,1.211,,,,,,,,
5,133,2,8.75,3,93.307,2.506,0.943,,,,,,,,
5,133,2,8.75,4,99.542,2.640,0.993,,,,,,,,
5,133,2,17.5,1,90.288,2.060,0.775,ns,,,,,,,
5,133,2,17.5,2,94.544,2.327,0.876,,,,,,,,
5,133,2,17.5,3,97.049,3.001,1.129,,,,,,,,
5,133,2,17.5,4,102.600,2.573,0.968,,,,,,,,
5,133,2,35,1,95.056,2.618,0.985,ns,,,,,,,
5,133,2,35,2,91.735,2.246,0.845,,,,,,,,
5,133,2,35,3,87.756,2.394,0.901,,,,,,,,
5,133,2,35,4,98.747,1.978,0.744,,,,,,,,
5,133,2,70,1,93.895,2.209,0.831,ns,,,,,,,
5,133,2,70,2,92.904,2.699,1.016,,,,,,,,
5,133,2,70,3,93.135,2.103,0.791,,,,,,,,
5,133,2,70,4,94.616,2.260,0.851,,,,,,,,
5,133,3,8.75,1,105.145,2.614,0.989,ns,,,,,,,
5,133,3,8.75,2,107.427,2.562,0.970,,,,,,,,
5,133,3,8.75,3,104.093,2.799,1.060,,,,,,,,
5,133,3,8.75,4,106.576,2.799,1.060,,,,,,,,
5,133,3,17.5,1,102.086,2.838,1.075,ns,,,,,,,
5,133,3,17.5,2,104.101,2.950,1.117,,,,,,,,
5,133,3,17.5,3,105.588,3.039,1.150,,,,,,,,
5,133,3,17.5,4,108.662,2.606,0.987,,,,,,,,
5,133,3,35,1,103.384,1.979,0.749,ns,,,,,,,
5,133,3,35,2,99.614,2.371,0.898,,,,,,,,
5,133,3,35,3,100.442,3.122,1.182,,,,,,,,
5,133,3,35,4,103.461,2.975,1.126,,,,,,,,
5,133,3,70,1,105.435,2.977,1.127,ns,,,,,,,
5,133,3,70,2,104.573,2.952,1.118,,,,,,,,
5,133,3,70,3,98.688,2.872,1.087,,,,,,,,
5,133,3,70,4,103.876,3.387,1.282,,,,,,,,
5,134,1,17.5,1,98.933,3.240,1.142,ns,,,,,,,
5,134,1,17.5,2,98.883,3.223,1.136,,,,,,,,
5,134,1,17.5,3,94.154,3.622,1.277,,,,,,,,
5,134,1,17.5,4,108.248,3.668,1.293,,,,,,,,
5,134,1,35,1,103.605,2.871,1.012,ns,,,,,,,
5,134,1,35,2,98.980,3.301,1.163,,,,,,,,
5,134,1,35,3,103.742,3.338,1.176,,,,,,,,
5,134,1,35,4,104.720,3.018,1.064,,,,,,,,
5,134,1,70,1,98.458,3.185,1.123,ns,,,,,,,
5,134,1,70,2,96.243,2.887,1.018,,,,,,,,
5,134,1,70,3,92.816,2.486,0.876,,,,,,,,
5,134,1,70,4,104.011,2.897,1.021,,,,,,,,
5,134,1,140,1,74.780,2.800,0.987,ns,,,,,,,
5,134,1,140,2,77.643,3.496,1.232,,,,,,,,
5,134,1,140,3,83.059,3.274,1.154,,,,,,,,
5,134,1,140,4,95.902,3.309,1.166,,,,,,,,
5,134,2,17.5,1,103.065,2.165,0.909,ns,,,,,,,
5,134,2,17.5,2,102.600,2.489,1.046,,,,,,,,
5,134,2,17.5,3,102.266,2.834,1.190,,,,,,,,
5,134,2,17.5,4,99.532,3.054,1.283,,,,,,,,
5,134,2,35,1,100.328,2.135,0.897,ns,,,,,,,
5,134,2,35,2,100.346,2.269,0.953,,,,,,,,
5,134,2,35,3,97.111,2.377,0.999,,,,,,,,
5,134,2,35,4,101.875,2.629,1.104,,,,,,,,
5,134,2,70,1,97.498,2.036,0.855,ns,,,,,,,
5,134,2,70,2,99.151,2.237,0.940,,,,,,,,
5,134,2,70,3,93.498,2.090,0.878,,,,,,,,
5,134,2,70,4,94.746,2.147,0.902,,,,,,,,
5,134,2,140,1,95.877,2.929,1.230,ns,,,,,,,
5,134,2,140,2,96.286,2.547,1.070,,,,,,,,
5,134,2,140,3,94.816,2.336,0.981,,,,,,,,
5,134,2,140,4,96.088,2.439,1.024,,,,,,,,
5,134,3,17.5,1,92.496,0.909,1.173,ns,,,,,,,
5,134,3,17.5,2,94.427,0.937,1.210,,,,,,,,
5,134,3,17.5,3,86.986,0.921,1.188,,,,,,,,
5,134,3,17.5,4,103.582,1.012,1.305,,,,,,,,
5,134,3,35,1,78.553,0.839,1.083,ns,,,,,,,
5,134,3,35,2,81.780,0.815,1.051,,,,,,,,
5,134,3,35,3,78.774,1.002,1.293,,,,,,,,
5,134,3,35,4,85.255,0.704,0.908,,,,,,,,
5,134,3,70,1,81.520,1.234,1.592,ns,,,,,,,
5,134,3,70,2,80.367,1.112,1.435,,,,,,,,
5,134,3,70,3,82.406,1.133,1.462,,,,,,,,
5,134,3,70,4,87.373,0.900,1.161,,,,,,,,
5,134,3,140,1,70.027,1.074,1.386,ns,,,,,,,
5,134,3,140,2,88.848,1.061,1.369,,,,,,,,
5,134,3,140,3,73.818,1.107,1.428,,,,,,,,
5,134,3,140,4,84.376,0.821,1.059,,,,,,,,
5,135,1,62.5,1,114.576,2.607,1.083,ns,,,,,,,
5,135,1,62.5,2,129.870,2.430,1.009,,,,,,,,
5,135,1,62.5,3,118.972,3.416,1.418,,,,,,,,
5,135,1,62.5,4,125.745,2.623,1.089,,,,,,,,
5,135,1,125,1,111.595,2.589,1.075,ns,,,,,,,
5,135,1,125,2,119.635,2.493,1.035,,,,,,,,
5,135,1,125,3,124.047,2.259,0.938,,,,,,,,
5,135,1,125,4,122.427,2.481,1.030,,,,,,,,
5,135,1,250,1,129.260,2.644,1.098,ns,,,,,,,
5,135,1,250,2,115.432,2.712,1.126,,,,,,,,
5,135,1,250,3,116.796,2.403,0.998,,,,,,,,
5,135,1,250,4,123.408,3.026,1.256,,,,,,,,
5,135,1,500,1,127.553,2.516,1.045,ns,,,,,,,
5,135,1,500,2,124.832,3.012,1.251,,,,,,,,
5,135,1,500,3,130.525,3.535,1.468,,,,,,,,
5,135,1,500,4,122.340,3.404,1.413,,,,,,,,
5,135,2,62.5,1,95.021,2.721,1.053,ns,,,,,,,
5,135,2,62.5,2,95.107,2.512,0.972,,,,,,,,
5,135,2,62.5,3,94.227,2.318,0.897,,,,,,,,
5,135,2,62.5,4,94.636,2.858,1.106,,,,,,,,
5,135,2,125,1,95.021,3.131,1.212,ns,,,,,,,
5,135,2,125,2,95.107,1.935,0.749,,,,,,,,
5,135,2,125,3,94.227,2.841,1.100,,,,,,,,
5,135,2,125,4,94.636,2.514,0.973,,,,,,,,
5,135,2,250,1,99.505,2.873,1.112,s,,,,,,,
5,135,2,250,2,94.953,3.092,1.197,,,,,,,,
5,135,2,250,3,91.647,2.688,1.041,,,,,,,,
5,135,2,250,4,103.613,2.056,0.796,,,,,,,,
5,135,2,500,1,99.202,1.938,0.750,s,,,,,,,
5,135,2,500,2,94.976,2.449,0.948,,,,,,,,
5,135,2,500,3,102.821,2.897,1.121,,,,,,,,
5,135,2,500,4,102.926,2.868,1.110,,,,,,,,
5,135,3,62.5,1,97.796,1.045,0.958,ns,,,,,,,
5,135,3,62.5,2,96.247,1.184,1.085,,,,,,,,
5,135,3,62.5,3,95.121,1.056,0.968,,,,,,,,
5,135,3,62.5,4,109.728,1.178,1.080,,,,,,,,
5,135,3,125,1,92.911,1.085,0.994,ns,,,,,,,
5,135,3,125,2,94.941,1.086,0.996,,,,,,,,
5,135,3,125,3,94.211,1.183,1.085,,,,,,,,
5,135,3,125,4,95.057,1.160,1.064,,,,,,,,
5,135,3,250,1,99.046,0.882,0.808,ns,,,,,,,
5,135,3,250,2,98.995,0.933,0.855,,,,,,,,
5,135,3,250,3,97.527,1.016,0.931,,,,,,,,
5,135,3,250,4,96.861,1.229,1.127,,,,,,,,
5,135,3,500,1,88.101,1.032,0.946,ns,,,,,,,
5,135,3,500,2,94.815,1.362,1.249,,,,,,,,
5,135,3,500,3,89.926,1.166,1.069,,,,,,,,
5,135,3,500,4,87.948,1.328,1.217,,,,,,,,
5,136,1,1.38,1,129.237,0.540,0.681,ns,,,,,,,
5,136,1,1.38,2,125.708,0.670,0.845,,,,,,,,
5,136,1,1.38,3,123.746,0.767,0.967,,,,,,,,
5,136,1,1.38,4,127.278,0.719,0.907,,,,,,,,
5,136,1,2.75,1,113.419,0.726,0.916,ns,,,,,,,
5,136,1,2.75,2,112.765,0.657,0.828,,,,,,,,
5,136,1,2.75,3,125.782,0.749,0.944,,,,,,,,
5,136,1,2.75,4,115.675,0.833,1.051,,,,,,,,
5,136,1,5.5,1,108.449,0.967,1.219,ns,,,,,,,
5,136,1,5.5,2,108.000,0.822,1.037,,,,,,,,
5,136,1,5.5,3,118.932,0.873,1.101,,,,,,,,
5,136,1,5.5,4,109.509,0.692,0.873,,,,,,,,
5,136,1,11,1,54.719,0.755,0.952,ns,,,,,,,
5,136,1,11,2,71.973,0.922,1.163,,,,,,,,
5,136,1,11,3,55.476,1.059,1.336,,,,,,,,
5,136,1,11,4,59.786,1.069,1.348,,,,,,,,
5,136,2,1.38,1,101.392,0.824,1.374,ns,,,,,,,
5,136,2,1.38,2,98.793,0.811,1.352,,,,,,,,
5,136,2,1.38,3,95.622,0.793,1.321,,,,,,,,
5,136,2,1.38,4,97.837,0.720,1.201,,,,,,,,
5,136,2,2.75,1,95.760,0.901,1.502,ns,,,,,,,
5,136,2,2.75,2,95.186,0.816,1.360,,,,,,,,
5,136,2,2.75,3,93.865,0.850,1.417,,,,,,,,
5,136,2,2.75,4,97.087,0.671,1.118,,,,,,,,
5,136,2,5.5,1,90.504,1.339,2.232,ns,,,,,,,
5,136,2,5.5,2,89.752,1.232,2.053,,,,,,,,
5,136,2,5.5,3,88.613,1.241,2.068,,,,,,,,
5,136,2,5.5,4,90.429,1.046,1.744,,,,,,,,
5,136,2,11,1,75.879,0.762,1.270,ns,,,,,,,
5,136,2,11,2,72.724,0.890,1.484,,,,,,,,
5,136,2,11,3,72.500,0.883,1.473,,,,,,,,
5,136,2,11,4,73.068,0.760,1.267,,,,,,,,
5,136,3,1.38,1,93.708,0.998,0.914,ns,,,,,,,
5,136,3,1.38,2,123.518,0.904,0.828,,,,,,,,
5,136,3,1.38,3,87.856,1.071,0.980,,,,,,,,
5,136,3,1.38,4,86.837,1.016,0.930,,,,,,,,
5,136,3,2.75,1,110.181,0.887,0.812,ns,,,,,,,
5,136,3,2.75,2,94.831,0.891,0.816,,,,,,,,
5,136,3,2.75,3,104.613,1.067,0.977,,,,,,,,
5,136,3,2.75,4,103.440,1.075,0.984,,,,,,,,
5,136,3,5.5,1,67.921,0.766,0.702,ns,,,,,,,
5,136,3,5.5,2,74.540,0.842,0.771,,,,,,,,
5,136,3,5.5,3,56.088,0.840,0.769,,,,,,,,
5,136,3,5.5,4,64.145,0.788,0.721,,,,,,,,
5,136,3,11,1,44.738,0.720,0.659,ns,,,,,,,
5,136,3,11,2,40.087,0.873,0.799,,,,,,,,
5,136,3,11,3,38.020,0.893,0.817,,,,,,,,
5,136,3,11,4,36.208,0.920,0.842,,,,,,,,
5,137,1,4,1,95.383,0.617,1.009,ns,,,,,,,
5,137,1,4,2,93.369,0.646,1.057,,,,,,,,
5,137,1,4,3,96.986,0.574,0.939,,,,,,,,
5,137,1,4,4,98.541,0.703,1.150,,,,,,,,
5,137,1,8,1,97.012,0.530,0.867,ns,,,,,,,
5,137,1,8,2,93.481,0.633,1.035,,,,,,,,
5,137,1,8,3,94.791,0.805,1.317,,,,,,,,
5,137,1,8,4,96.287,0.877,1.435,,,,,,,,
5,137,1,16,1,91.592,0.620,1.013,ns,,,,,,,
5,137,1,16,2,89.222,0.605,0.990,,,,,,,,
5,137,1,16,3,91.910,0.912,1.491,,,,,,,,
5,137,1,16,4,95.023,0.672,1.099,,,,,,,,
5,137,1,32,1,89.187,0.629,1.028,ns,,,,,,,
5,137,1,32,2,84.697,0.596,0.975,,,,,,,,
5,137,1,32,3,85.557,0.670,1.096,,,,,,,,
5,137,1,32,4,86.941,0.624,1.021,,,,,,,,
5,137,2,4,1,103.191,1.539,0.718,ns,,,,,,,
5,137,2,4,2,96.530,1.191,0.556,,,,,,,,
5,137,2,4,3,95.654,1.289,0.602,,,,,,,,
5,137,2,4,4,90.282,1.272,0.594,,,,,,,,
5,137,2,8,1,94.595,1.133,0.529,ns,,,,,,,
5,137,2,8,2,91.643,1.033,0.482,,,,,,,,
5,137,2,8,3,103.562,1.297,0.606,,,,,,,,
5,137,2,8,4,87.753,1.305,0.609,,,,,,,,
5,137,2,16,1,98.470,0.944,0.441,ns,,,,,,,
5,137,2,16,2,97.644,0.898,0.419,,,,,,,,
5,137,2,16,3,89.147,1.141,0.533,,,,,,,,
5,137,2,16,4,90.440,1.117,0.522,,,,,,,,
5,137,2,32,1,98.997,1.088,0.508,ns,,,,,,,
5,137,2,32,2,65.789,1.063,0.496,,,,,,,,
5,137,2,32,3,91.221,1.124,0.525,,,,,,,,
5,137,2,32,4,83.834,1.177,0.550,,,,,,,,
5,137,3,4,1,144.590,2.035,0.756,ns,,,,,,,
5,137,3,4,2,143.977,1.951,0.725,,,,,,,,
5,137,3,4,3,152.248,1.314,0.488,,,,,,,,
5,137,3,4,4,168.225,1.738,0.646,,,,,,,,
5,137,3,8,1,127.947,1.530,0.568,ns,,,,,,,
5,137,3,8,2,118.324,1.534,0.570,,,,,,,,
5,137,3,8,3,137.827,2.291,0.851,,,,,,,,
5,137,3,8,4,124.844,1.499,0.557,,,,,,,,
5,137,3,16,1,107.707,2.441,0.907,ns,,,,,,,
5,137,3,16,2,127.327,1.503,0.559,,,,,,,,
5,137,3,16,3,137.665,2.313,0.860,,,,,,,,
5,137,3,16,4,130.036,2.762,1.027,,,,,,,,
5,137,3,32,1,127.422,1.899,0.706,ns,,,,,,,
5,137,3,32,2,111.186,1.399,0.520,,,,,,,,
5,137,3,32,3,156.585,2.281,0.848,,,,,,,,
5,137,3,32,4,128.696,1.909,0.710,,,,,,,,
5,138,1,48,1,114.335,5.471,1.023,ns,,,,,,,
5,138,1,48,2,76.024,5.726,1.071,,,,,,,,
5,138,1,48,3,117.611,4.703,0.879,,,,,,,,
5,138,1,48,4,93.222,4.150,0.776,,,,,,,,
5,138,1,96,1,89.315,6.394,1.196,ns,,,,,,,
5,138,1,96,2,111.352,2.559,0.479,,,,,,,,
5,138,1,96,3,119.457,5.220,0.976,,,,,,,,
5,138,1,96,4,120.286,5.657,1.058,,,,,,,,
5,138,1,192,1,88.415,4.824,0.902,ns,,,,,,,
5,138,1,192,2,91.970,4.640,0.868,,,,,,,,
5,138,1,192,3,84.698,4.033,0.754,,,,,,,,
5,138,1,192,4,108.922,3.454,0.646,,,,,,,,
5,138,1,384,1,66.034,6.386,1.194,ns,,,,,,,
5,138,1,384,2,23.378,5.949,1.112,,,,,,,,
5,138,1,384,3,94.691,5.818,1.088,,,,,,,,
5,138,1,384,4,69.677,5.517,1.032,,,,,,,,
5,138,2,48,1,167.458,3.455,1.123,ns,,,,,,,
5,138,2,48,2,180.110,3.721,1.209,,,,,,,,
5,138,2,48,3,147.363,3.168,1.029,,,,,,,,
5,138,2,48,4,148.142,2.747,0.893,,,,,,,,
5,138,2,96,1,162.130,3.638,1.182,ns,,,,,,,
5,138,2,96,2,150.367,4.377,1.422,,,,,,,,
5,138,2,96,3,167.181,3.661,1.190,,,,,,,,
5,138,2,96,4,166.249,2.771,0.900,,,,,,,,
5,138,2,192,1,99.888,2.573,0.836,ns,,,,,,,
5,138,2,192,2,111.123,2.541,0.826,,,,,,,,
5,138,2,192,3,120.558,5.772,1.876,,,,,,,,
5,138,2,192,4,108.583,2.843,0.924,,,,,,,,
5,138,2,384,1,107.187,2.311,0.751,ns,,,,,,,
5,138,2,384,2,107.297,3.520,1.144,,,,,,,,
5,138,2,384,3,115.004,3.345,1.087,,,,,,,,
5,138,2,384,4,109.122,2.923,0.950,,,,,,,,
5,138,3,48,1,256.460,13.494,0.770,ns,,,,,,,
5,138,3,48,2,224.589,15.778,0.900,,,,,,,,
5,138,3,48,3,301.978,19.734,1.126,,,,,,,,
5,138,3,48,4,216.003,15.068,0.860,,,,,,,,
5,138,3,96,1,161.357,16.533,0.943,ns,,,,,,,
5,138,3,96,2,266.941,13.639,0.778,,,,,,,,
5,138,3,96,3,211.301,18.479,1.054,,,,,,,,
5,138,3,96,4,259.067,6.538,0.373,,,,,,,,
5,138,3,192,1,114.142,12.556,0.716,ns,,,,,,,
5,138,3,192,2,175.832,20.335,1.160,,,,,,,,
5,138,3,192,3,215.293,17.455,0.996,,,,,,,,
5,138,3,192,4,152.305,9.224,0.526,,,,,,,,
5,138,3,384,1,187.002,13.778,0.786,ns,,,,,,,
5,138,3,384,2,228.491,12.897,0.736,,,,,,,,
5,138,3,384,3,208.710,15.743,0.898,,,,,,,,
5,138,3,384,4,202.131,15.585,0.889,,,,,,,,
5,139,1,1,1,96.658,0.683,1.165,ns,,,,,,,
5,139,1,1,2,95.898,0.885,1.510,,,,,,,,
5,139,1,1,3,103.764,1.013,1.728,,,,,,,,
5,139,1,1,4,105.835,0.638,1.089,,,,,,,,
5,139,1,2,1,99.500,0.546,0.931,ns,,,,,,,
5,139,1,2,2,97.968,0.716,1.222,,,,,,,,
5,139,1,2,3,104.718,0.852,1.454,,,,,,,,
5,139,1,2,4,103.936,0.873,1.490,,,,,,,,
5,139,1,4,1,119.571,0.654,1.115,ns,,,,,,,
5,139,1,4,2,112.668,0.728,1.242,,,,,,,,
5,139,1,4,3,118.651,0.950,1.620,,,,,,,,
5,139,1,4,4,111.022,0.666,1.136,,,,,,,,
5,139,1,8,1,58.262,0.623,1.064,ns,,,,,,,
5,139,1,8,2,59.771,0.915,1.561,,,,,,,,
5,139,1,8,3,60.544,1.033,1.763,,,,,,,,
5,139,1,8,4,64.940,0.902,1.538,,,,,,,,
5,139,2,1,1,121.831,0.991,1.592,ns,,,,,,,
5,139,2,1,2,129.959,0.589,0.947,,,,,,,,
5,139,2,1,3,119.555,0.877,1.410,,,,,,,,
5,139,2,1,4,113.363,0.572,0.919,,,,,,,,
5,139,2,2,1,117.976,1.015,1.631,ns,,,,,,,
5,139,2,2,2,117.160,0.546,0.877,,,,,,,,
5,139,2,2,3,107.831,0.635,1.020,,,,,,,,
5,139,2,2,4,112.746,0.618,0.994,,,,,,,,
5,139,2,4,1,116.421,0.884,1.420,ns,,,,,,,
5,139,2,4,2,121.061,0.958,1.540,,,,,,,,
5,139,2,4,3,110.186,0.711,1.142,,,,,,,,
5,139,2,4,4,118.234,0.844,1.355,,,,,,,,
5,139,2,8,1,54.741,0.836,1.344,ns,,,,,,,
5,139,2,8,2,62.357,0.637,1.023,,,,,,,,
5,139,2,8,3,64.170,0.606,0.974,,,,,,,,
5,139,2,8,4,68.235,0.648,1.042,,,,,,,,
5,139,3,1,1,115.031,0.919,1.348,ns,,,,,,,
5,139,3,1,2,106.278,0.953,1.399,,,,,,,,
5,139,3,1,3,115.548,1.385,2.033,,,,,,,,
5,139,3,1,4,115.463,0.984,1.445,,,,,,,,
5,139,3,2,1,110.896,0.976,1.432,ns,,,,,,,
5,139,3,2,2,113.630,1.075,1.577,,,,,,,,
5,139,3,2,3,127.815,1.642,2.411,,,,,,,,
5,139,3,2,4,124.075,1.054,1.547,,,,,,,,
5,139,3,4,1,116.686,0.902,1.324,ns,,,,,,,
5,139,3,4,2,111.996,0.985,1.445,,,,,,,,
5,139,3,4,3,113.839,1.429,2.098,,,,,,,,
5,139,3,4,4,112.348,1.365,2.004,,,,,,,,
5,139,3,8,1,66.902,0.869,1.276,ns,,,,,,,
5,139,3,8,2,59.160,1.188,1.744,,,,,,,,
5,139,3,8,3,74.479,1.449,2.127,,,,,,,,
5,139,3,8,4,68.990,1.496,2.195,,,,,,,,
5,140,1,14,1,157.112,18.550,1.123,ns,,,,,,,
5,140,1,14,2,130.519,19.341,1.171,,,,,,,,
5,140,1,14,3,146.918,18.414,1.115,,,,,,,,
5,140,1,14,4,138.265,16.083,0.974,,,,,,,,
5,140,1,28,1,137.494,18.224,1.104,ns,,,,,,,
5,140,1,28,2,134.319,19.934,1.207,,,,,,,,
5,140,1,28,3,93.158,19.066,1.155,,,,,,,,
5,140,1,28,4,72.495,16.307,0.988,,,,,,,,
5,140,1,56,1,104.767,13.654,0.827,ns,,,,,,,
5,140,1,56,2,125.845,17.066,1.034,,,,,,,,
5,140,1,56,3,142.843,13.266,0.803,,,,,,,,
5,140,1,56,4,93.766,10.149,0.615,,,,,,,,
5,140,1,112,1,62.861,8.178,0.495,ns,,,,,,,
5,140,1,112,2,71.658,10.228,0.619,,,,,,,,
5,140,1,112,3,75.263,15.294,0.926,,,,,,,,
5,140,1,112,4,17.066,11.030,0.668,,,,,,,,
5,140,2,14,1,96.929,21.058,1.112,ns,,,,,,,
5,140,2,14,2,132.977,20.541,1.085,,,,,,,,
5,140,2,14,3,136.724,26.778,1.414,,,,,,,,
5,140,2,14,4,100.636,27.437,1.449,,,,,,,,
5,140,2,28,1,123.582,17.676,0.933,ns,,,,,,,
5,140,2,28,2,95.591,19.308,1.020,,,,,,,,
5,140,2,28,3,119.584,25.728,1.359,,,,,,,,
5,140,2,28,4,99.518,21.765,1.149,,,,,,,,
5,140,2,56,1,107.512,12.659,0.668,ns,,,,,,,
5,140,2,56,2,112.472,9.407,0.497,,,,,,,,
5,140,2,56,3,106.307,26.302,1.389,,,,,,,,
5,140,2,56,4,92.751,23.605,1.246,,,,,,,,
5,140,2,112,1,62.289,8.752,0.462,ns,,,,,,,
5,140,2,112,2,61.093,11.835,0.625,,,,,,,,
5,140,2,112,3,67.199,18.179,0.960,,,,,,,,
5,140,2,112,4,60.741,17.667,0.933,,,,,,,,
5,140,3,14,1,88.516,21.333,1.607,ns,,,,,,,
5,140,3,14,2,131.065,21.310,1.605,,,,,,,,
5,140,3,14,3,137.768,19.851,1.495,,,,,,,,
5,140,3,14,4,140.732,17.959,1.353,,,,,,,,
5,140,3,28,1,88.687,32.664,2.460,ns,,,,,,,
5,140,3,28,2,119.396,22.851,1.721,,,,,,,,
5,140,3,28,3,127.024,21.480,1.618,,,,,,,,
5,140,3,28,4,111.241,20.061,1.511,,,,,,,,
5,140,3,56,1,81.251,22.909,1.725,ns,,,,,,,
5,140,3,56,2,118.270,22.231,1.674,,,,,,,,
5,140,3,56,3,118.902,21.302,1.604,,,,,,,,
5,140,3,56,4,112.496,20.086,1.513,,,,,,,,
5,140,3,112,1,62.555,22.687,1.709,ns,,,,,,,
5,140,3,112,2,57.776,23.686,1.784,,,,,,,,
5,140,3,112,3,67.435,24.194,1.822,,,,,,,,
5,140,3,112,4,71.635,20.720,1.560,,,,,,,,
5,141,1,62.5,1,51.789,4.217,0.960,ns,,,,,,,
5,141,1,62.5,2,104.113,4.519,1.029,,,,,,,,
5,141,1,62.5,3,116.104,4.103,0.934,,,,,,,,
5,141,1,62.5,4,103.050,3.817,0.869,,,,,,,,
5,141,1,125,1,34.017,4.828,1.099,ns,,,,,,,
5,141,1,125,2,34.125,8.946,2.036,,,,,,,,
5,141,1,125,3,86.252,4.833,1.100,,,,,,,,
5,141,1,125,4,87.626,4.677,1.065,,,,,,,,
5,141,1,250,1,64.825,5.219,1.188,ns,,,,,,,
5,141,1,250,2,102.712,7.025,1.599,,,,,,,,
5,141,1,250,3,82.463,5.638,1.283,,,,,,,,
5,141,1,250,4,119.817,4.751,1.081,,,,,,,,
5,141,1,500,1,80.666,5.270,1.200,ns,,,,,,,
5,141,1,500,2,68.581,6.320,1.439,,,,,,,,
5,141,1,500,3,67.730,4.355,0.991,,,,,,,,
5,141,1,500,4,78.471,4.599,1.047,,,,,,,,
5,141,2,62.5,1,164.097,2.990,1.156,ns,,,,,,,
5,141,2,62.5,2,123.772,2.923,1.130,,,,,,,,
5,141,2,62.5,3,169.389,3.673,1.420,,,,,,,,
5,141,2,62.5,4,147.237,3.147,1.216,,,,,,,,
5,141,2,125,1,112.964,3.331,1.287,ns,,,,,,,
5,141,2,125,2,141.184,4.599,1.778,,,,,,,,
5,141,2,125,3,141.267,3.334,1.289,,,,,,,,
5,141,2,125,4,134.562,4.556,1.761,,,,,,,,
5,141,2,250,1,159.821,4.249,1.642,ns,,,,,,,
5,141,2,250,2,155.527,4.604,1.779,,,,,,,,
5,141,2,250,3,139.812,3.771,1.458,,,,,,,,
5,141,2,250,4,155.968,3.481,1.345,,,,,,,,
5,141,2,500,1,148.640,3.695,1.428,ns,,,,,,,
5,141,2,500,2,142.894,4.513,1.744,,,,,,,,
5,141,2,500,3,150.960,3.979,1.538,,,,,,,,
5,141,2,500,4,149.891,3.834,1.482,,,,,,,,
5,141,3,62.5,1,115.049,25.033,1.180,ns,,,,,,,
5,141,3,62.5,2,174.084,17.246,0.813,,,,,,,,
5,141,3,62.5,3,142.601,17.681,0.834,,,,,,,,
5,141,3,62.5,4,153.718,20.829,0.982,,,,,,,,
5,141,3,125,1,117.249,23.641,1.114,ns,,,,,,,
5,141,3,125,2,110.085,22.422,1.057,,,,,,,,
