year,infant_mortality,life_expectancy,fertility,population,continent
1967,80.8,58.56,6.01,33778500,Asia
1967,NA,43.02,6.21,567330,Asia
1967,141.8,45.75,6.91,1855445,Africa
1967,47.8,63.61,6.59,79048,Oceania
1967,46.7,65.41,3.99,925918,Americas
1967,141.4,49.42,6.87,4737633,Africa
1967,136.6,52.48,5.8,32448404,Asia
1967,NA,58.02,6.47,2008148,Asia
1967,117.2,49.58,7.11,8580632,Africa
1967,NA,71.25,2.01,46060456,Europe
1967,90.6,58.7,6.78,171781,Asia
1967,19.1,72.06,2.61,54904680,Europe
1967,22,70.76,2.56,203713082,Americas
1967,51.2,68.8,2.83,2750093,Americas
1967,NA,62.43,6.66,10894306,Asia
1967,86.6,50.01,6.53,78518,Oceania
1967,51.3,64.22,6.01,10528054,Americas
1967,NA,55.7,8.02,1165200,Asia
1967,59,61.06,6.49,40074695,Asia
1967,247.8,39.01,7.47,5827223,Asia
1967,112.9,52.05,7.38,3792864,Africa
1967,76.3,56.04,7.4,4718612,Africa
1968,83.5,67.32,5.27,2049147,Europe
1968,148.7,51.49,7.66,13744383,Africa
1968,NA,40.39,7.38,6066094,Africa
1968,NA,66.41,3.94,63176,Americas
1968,58.58,66.47,3.05,23261273,Americas
1968,NA,70.67,3.45,2394635,Asia
1968,NA,68.44,3.23,58385,Americas
1968,18.2,70.7,2.89,12305530,Oceania
1968,25.7,70.25,2.59,7433328,Europe
1968,NA,64.75,4.9,4950977,Asia
1968,25,64.14,3.64,158629,Americas
1968,68.2,61.29,6.86,200953,Asia
1968,151.5,47.83,6.94,61585520,Asia
1968,45.1,65.5,3.46,237199,Americas
1968,NA,72.88,2.38,8874070,Europe
1968,21.9,70.55,2.36,9589107,Europe
1968,75.5,64.67,6.34,116061,Americas
1968,161.5,42.69,6.67,2788551,Africa
1968,192.1,40.66,6.67,273868,Asia
1968,150.6,46.69,6.59,4324066,Americas
1968,NA,68.14,3.11,3661642,Europe
1968,91.2,53.23,6.69,650730,Africa
1968,107.4,58.91,5.33,91213009,Americas
1968,NA,66.54,5.74,118176,Asia
1968,37.3,71.3,2.13,8386016,Europe
1968,150.2,39.3,6.56,5434040,Africa
1968,145.9,42.52,7.27,3317315,Africa
1968,NA,44.13,6.67,6795514,Asia
1968,137.3,47.79,6.11,6437157,Africa
1968,20.2,72.23,2.46,20739031,Americas
1968,NA,52.32,6.97,257478,Africa
1968,142.6,41.84,5.95,1755260,Africa
1968,NA,44.54,6.43,3500778,Africa
1968,72.7,60.61,4.39,9187592,Americas
1968,NA,57.87,6.37,765570668,Asia
1968,74.9,62.03,6.05,20905061,Americas
1968,NA,47.58,7.06,218794,Africa
1968,NA,47.14,6.16,18913177,Africa
1968,92.7,52.21,6.21,1259190,Africa
1968,63.5,66.35,5.66,1746870,Americas
1968,169.9,43.7,7.85,4794399,Africa
1968,NA,67.87,2.07,4389321,Europe
1968,39.5,68.78,4.31,8413329,Americas
1968,NA,72.19,2.78,598491,Asia
1968,NA,70.11,1.99,9800665,Europe
1968,15.2,73.27,2.12,4865343,Europe
1968,NA,50.23,6.74,140461,Africa
1968,89.3,59.47,6.56,4250026,Americas
1968,100.3,58.32,6.34,5730908,Americas
1968,166.9,51.97,6.14,33252275,Africa
1968,110.1,56.84,6.4,3477702,Americas
1968,NA,40.48,5.66,288701,Africa
1968,NA,42.1,6.69,1713846,Africa
1968,NA,70.7,2.04,1333213,Europe
1968,142.4,41.38,6.9,26945459,Africa
1968,43.9,58.89,4.89,498887,Oceania
1968,14.4,69.82,2.15,4589226,Europe
1968,16.5,71.66,2.62,50126895,Europe
1968,NA,59.45,5.17,103385,Oceania
1968,NA,43.9,4.96,565878,Africa
1968,130.5,41.3,5.99,425509,Africa
1968,NA,66.6,2.64,4622441,Asia
1968,23.5,70.64,2.28,77611e3,Europe
1968,120.6,49.46,6.96,8221021,Africa
1968,38.3,70.59,2.36,8682351,Europe
1968,NA,64.45,5.85,43100,Americas
1968,NA,63.91,4.84,94875,Americas
1968,124.2,51.93,6.29,5131461,Americas
1968,199,37.37,6.16,4094528,Africa
1968,NA,45.09,5.3,686155,Africa
1968,56,60.43,5.15,680068,Americas
1968,169.8,46.33,5.94,4534233,Americas
1968,109.5,53.34,7.38,2552200,Americas
1968,NA,71.15,3.72,3915095,Asia
1968,41,69.38,1.98,10273730,Europe
1968,13.9,74.12,3.22,199634,Europe
1968,146.9,47.21,5.64,530274729,Asia
1968,119.8,51.27,5.56,108821565,Asia
1968,176.8,50.98,6.62,27032944,Asia
1968,88.9,55.24,7.36,9260685,Asia
1968,20.7,71.67,3.83,2897541,Europe
1968,NA,70.6,3.81,2711303,Asia
1968,32,70.85,2.52,52802703,Europe
1968,47.9,69.99,5.72,1827989,Americas
1968,15.1,71.73,2.05,100988866,Asia
1968,71.8,59.66,8,1438986,Asia
1968,NA,62.53,3.68,12682452,Asia
1968,95.2,52.57,8.12,10502250,Africa
1968,103.2,49.02,6.76,49389,Oceania
1968,49.9,59.44,4.73,30204127,Asia
1968,60,67.8,7.38,639170,Asia
1968,NA,59.58,5.03,2814423,Asia
1968,NA,44.15,5.97,2554843,Asia
1968,NA,70.56,1.85,2326128,Europe
1968,49.1,65.01,5.18,2210965,Asia
1968,137,49.24,5.81,990869,Africa
1968,198.5,38.91,6.62,1348448,Africa
1968,107.1,56.69,7.81,1941056,Africa
1968,23.3,71.68,2.31,3071465,Europe
1968,21.3,70.17,2.14,335831,Europe
1968,NA,68.45,2.65,237129,Asia
1968,NA,65.62,3.11,1672401,Europe
1968,91.5,46.6,7.32,6232704,Africa
1968,210.8,40.73,7.22,4370664,Africa
1968,47.2,64.17,5.17,10375877,Asia
1968,186.9,45.48,7.24,109901,Asia
1968,200.3,33.07,6.88,5780834,Africa
1968,27.2,70.98,2.11,304514,Europe
1968,112.2,48.78,6.8,1083586,Africa
1968,66.5,62.97,4.52,799139,Africa
1968,82,60.91,6.78,48893607,Americas
1968,NA,59.73,6.92,58404,Oceania
1968,NA,65.03,2.66,3495134,Europe
1968,NA,55.43,7.58,1207108,Asia
1968,NA,68.78,2.77,524844,Europe
1968,125.4,53.46,6.87,15335173,Africa
1968,183.5,42.78,6.6,8860823,Africa
1968,62.3,51.71,6.35,737802,Africa
1968,186.8,43.51,5.99,11524132,Asia
1968,13.4,73.6,2.72,12675176,Europe
1968,NA,61.33,5.28,98572,Oceania
1968,17.5,71.2,3.02,2738283,Oceania
1968,121.1,57.47,6.94,2256779,Americas
1968,134.5,37.88,7.34,4258415,Africa
1968,178.2,33.47,6.39,53640547,Africa
1968,14.2,74.07,2.75,3815399,Europe
1968,169.3,51.62,7.29,679593,Asia
1968,147.7,52.95,6.6,55045897,Asia
1968,54.7,65.65,5.38,1434660,Americas
1968,106.3,44.74,6.21,2313017,Oceania
1968,58.9,68.63,6.04,2350900,Americas
1968,108.7,53.74,6.52,12629333,Americas
1968,57,61.6,6.49,33797041,Asia
1968,34.4,70.33,2.26,32330582,Europe
1968,60.2,66.88,3.09,8709805,Europe
1968,NA,70.7,3.38,2656275,Americas
1968,NA,66.64,6.97,93043,Asia
1968,64.1,68.01,3.61,20055983,Europe
1968,NA,69.17,1.97,128837792,Europe
1968,125.5,45.27,8.21,3527260,Africa
1968,NA,61.45,6.39,101181,Americas
1968,NA,64.04,6.35,88615,Americas
1968,NA,56.15,7.33,137503,Oceania
1968,NA,53.51,7.27,5389848,Asia
1968,124,38.9,7.27,3975614,Africa
1968,NA,67.51,2.42,7998e3,Europe
1968,59.3,63.78,5.9,49985,Africa
1968,197.3,41.08,6.58,2435197,Africa
1968,24.1,66.84,3.58,1998637,Asia
1968,NA,70.6,2.54,4470632,Europe
1968,NA,69.17,2.31,1651094,Europe
1968,87.3,55.16,6.66,149926,Oceania
1968,NA,52.04,5.7,21374931,Africa
1968,30.1,71.68,2.86,33211168,Europe
1968,55.7,63.7,4.61,11940634,Asia
1968,96.4,53.36,6.87,9598196,Africa
1968,NA,63.89,5.92,359735,Americas
1968,124.1,47.67,6.86,422266,Africa
1968,12.1,73.99,2.07,7936726,Europe
1968,16.2,72.75,2.31,6056358,Europe
1968,83.2,57.83,7.57,5963248,Asia
1968,NA,60.77,6.78,2743461,Asia
1968,131.4,48.62,6.79,12787494,Africa
1968,77.8,58.96,5.9,34790945,Asia
1968,NA,43.96,6.13,577824,Asia
1968,138.8,46.41,6.97,1945781,Africa
1968,44.9,63.93,6.37,81096,Oceania
1968,45.7,65.5,3.8,931466,Americas
1968,134.8,50.56,6.74,4842166,Africa
1968,133.1,53.21,5.72,33196289,Asia
1968,NA,58.42,6.4,2066889,Asia
1968,115.5,50.05,7.12,8872866,Africa
1968,NA,71.33,2.02,46409007,Europe
1968,83.8,59.54,6.74,185312,Asia
1968,18.7,71.68,2.52,55171084,Europe
1968,21.3,70.42,2.47,205687611,Americas
1968,50.5,68.82,2.84,2774771,Americas
1968,NA,62.83,6.61,11240523,Asia
1968,83.4,50.56,6.43,80669,Oceania
1968,50.3,64.77,5.81,10881995,Americas
1968,NA,56.45,7.98,1141217,Asia
1968,58.2,60.45,6.49,41195833,Asia
1968,239.2,39.87,7.49,5937125,Asia
1968,112.2,52.64,7.41,3916928,Africa
1968,74.7,56.43,7.41,4874113,Africa
1969,80.2,67.55,5.16,2099657,Europe
1969,147.7,51.95,7.65,14144437,Africa
1969,NA,40.95,7.34,6177703,Africa
1969,NA,66.81,3.82,64307,Americas
1969,60,66.72,3.06,23605992,Americas
1969,NA,71.1,3.31,2456370,Asia
1969,NA,68.78,3.05,58724,Americas
1969,18.1,71.11,2.89,12621240,Oceania
1969,25.3,70.02,2.49,7473058,Europe
1969,NA,65.14,4.75,5066080,Asia
1969,25.5,64.39,3.57,164250,Americas
1969,62.4,62.22,6.69,206469,Asia
1969,150.4,47.09,6.95,63422570,Asia
1969,43.1,65.91,3.28,237911,Americas
1969,NA,72.47,2.34,8959483,Europe
1969,21.3,70.63,2.28,9629528,Europe
1969,72.8,65.21,6.32,119260,Americas
1969,159.2,43.31,6.71,2846652,Africa
1969,186,41.45,6.67,282210,Asia
1969,147.5,47.05,6.59,4413584,Americas
1969,NA,68.82,2.99,3702834,Europe
1969,88.3,53.73,6.67,671305,Africa
1969,105,59.31,5.17,93585746,Americas
1969,NA,66.97,5.73,123875,Asia
1969,35.8,70.48,2.13,8441214,Europe
1969,149.7,39.78,6.59,5528172,Africa
1969,146.2,42.65,7.29,3392949,Africa
1969,NA,44.03,6.58,6902025,Asia
1969,131.5,48.37,6.16,6600479,Africa
1969,19.4,72.39,2.41,21089228,Americas
1969,121.4,53,6.95,264885,Africa
1969,139.8,42.57,5.95,1792150,Africa
1969,137.3,45.12,6.48,3569778,Africa
1969,69.1,61.17,4.2,9377005,Americas
1969,84.1,59.38,5.67,787191243,Asia
1969,72.7,62.43,5.83,21490948,Americas
1969,NA,48.09,7.06,223629,Africa
1969,150.7,47.63,6.19,19458874,Africa
1969,90.6,52.54,6.24,1296137,Africa
1969,62.7,66.84,5.32,1798315,Americas
1969,165.4,44.53,7.88,5010962,Africa
1969,NA,68.22,2.04,4406607,Europe
1969,39,69.32,4.18,8563191,Americas
1969,NA,72.47,2.69,606117,Asia
1969,NA,69.62,2.01,9798793,Europe
1969,14.6,73.36,2,4898350,Europe
1969,NA,50.99,6.77,149891,Africa
1969,87.5,60.16,6.38,4376056,Americas
1969,98.2,58.76,6.24,5899842,Americas
1969,164.3,52.25,6.04,34038147,Africa
1969,108.4,57.24,6.3,3572667,Americas
1969,NA,40.82,5.67,292014,Africa
1969,128.7,42.56,6.67,1758668,Africa
1969,NA,70.4,2.07,1346854,Europe
1969,142.5,41.65,6.94,27653622,Africa
1969,43.5,59.26,4.71,509659,Oceania
1969,13.9,69.7,1.94,4595807,Europe
1969,15.8,71.4,2.56,50466183,Europe
1969,NA,59.83,5.12,106858,Oceania
1969,NA,44.74,5.02,578114,Africa
1969,128.3,42.3,6.04,435800,Africa
1969,NA,66.93,2.61,4665146,Asia
1969,22.7,70.48,2.17,78038271,Europe
1969,120.5,49.78,6.96,8397346,Africa
1969,36.1,70.88,2.37,8732308,Europe
1969,NA,64.82,4.58,44703,Americas
1969,NA,64.27,4.69,94682,Americas
1969,121.2,52.72,6.26,5274726,Americas
1969,197.1,37.61,6.17,4160375,Africa
1969,NA,45.29,5.64,698917,Africa
1969,55.6,60.59,5.11,687658,Americas
1969,166.6,46.73,5.85,4622209,Americas
1969,105.8,54,7.33,2620014,Americas
1969,NA,71.53,3.55,3928928,Asia
1969,39.9,69.45,2.01,10309211,Europe
1969,13.4,73.9,3.12,201941,Europe
1969,144.8,47.93,5.57,541844848,Asia
1969,116.4,52,5.52,111800090,Asia
1969,163.1,51.67,6.53,27765239,Asia
1969,85.1,55.96,7.38,9585576,Asia
1969,19.7,71.62,3.82,2918626,Europe
1969,NA,70.78,3.81,2775162,Asia
1969,30.9,70.87,2.5,53160056,Europe
1969,46.3,70.36,5.62,1849463,Americas
1969,14.2,71.96,2.08,102323674,Asia
1969,68.6,60.42,7.97,1553585,Asia
1969,NA,62.92,3.6,12897025,Asia
1969,93.3,53.19,8.1,10867717,Africa
1969,100,49.42,6.43,50303,Oceania
1969,45.7,60.35,4.62,30811523,Asia
1969,56.6,68.38,7.33,693876,Asia
1969,NA,59.95,4.96,2890720,Asia
1969,NA,44.41,5.97,2618246,Asia
1969,NA,70.29,1.88,2346012,Europe
1969,48.6,65.27,5.06,2250609,Asia
1969,134.5,49.43,5.81,1011308,Africa
1969,194.9,39.49,6.66,1383305,Africa
1969,101.4,57.88,7.84,2025282,Africa
1969,22.1,71.3,2.31,3104292,Europe
1969,20.3,69.73,2.05,337565,Europe
1969,NA,68.83,2.39,245310,Asia
1969,NA,66.14,3.04,1698140,Europe
1969,92.4,47.18,7.32,6400454,Africa
1969,209.6,41.16,7.26,4484456,Africa
1969,45.3,64.63,5.01,10640347,Asia
1969,180.5,46.44,7.24,112591,Asia
1969,197.9,33.77,6.89,5861411,Africa
1969,26,71.29,2.02,304401,Europe
1969,110,49.27,6.79,1115790,Africa
1969,62.8,63.05,4.21,812944,Africa
1969,79.8,61.32,6.76,50423127,Americas
1969,NA,60.1,6.94,60167,Oceania
1969,NA,65.23,2.61,3544635,Europe
1969,NA,56.02,7.58,1242213,Asia
1969,NA,69.36,2.73,520644,Europe
1969,123,53.91,6.78,15687996,Africa
1969,182.6,43.37,6.6,9058691,Africa
1969,62.5,52.26,6.4,758305,Africa
1969,182.6,43.97,5.98,11750914,Asia
1969,13.1,73.51,2.75,12821786,Europe
1969,NA,61.89,5.3,101494,Oceania
1969,17.2,71.57,3.01,2775684,Oceania
1969,118.9,58.33,6.92,2326136,Americas
1969,136.1,38.05,7.38,4375837,Africa
1969,173.7,31.63,6.43,54859201,Africa
1969,13.7,73.78,2.69,3845932,Europe
1969,160.4,52.43,7.29,700729,Asia
1969,144.3,53.52,6.6,56545924,Asia
1969,53.2,66.15,5.28,1476478,Americas
1969,103.1,45.53,6.19,2371515,Oceania
1969,58.4,68.9,5.89,2412565,Americas
1969,106,54.52,6.42,12982444,Americas
1969,56.1,61.94,6.38,34787588,Asia
1969,33.4,69.83,2.24,32571673,Europe
1969,58.1,66.49,3.05,8669641,Europe
1969,NA,71.03,3.25,2680190,Americas
1969,53.5,67.29,6.95,100697,Asia
1969,60.9,68.16,3.19,20305391,Europe
1969,NA,68.65,1.98,129475269,Europe
1969,127.3,45.44,8.22,3640591,Africa
1969,NA,61.94,6.25,102747,Americas
1969,57.5,64.46,6.19,89518,Americas
1969,NA,56.75,7.27,140520,Oceania
1969,NA,54.55,7.27,5601649,Asia
1969,123.1,39.17,7.3,4093763,Africa
1969,NA,67.94,2.4,8056663,Europe
1969,56.8,64.18,5.85,51124,Africa
1969,194.1,42.08,6.64,2473165,Africa
1969,22.9,67.09,3.38,2036270,Asia
1969,NA,69.91,2.51,4499554,Europe
1969,NA,69.23,2.29,1659553,Europe
1969,81.9,55.74,6.78,154876,Oceania
1969,NA,52.41,5.64,21926165,Africa
1969,27.8,71.21,2.87,33558627,Europe
1969,54.6,64.21,4.48,12217248,Asia
1969,95.5,53.82,6.88,9909152,Africa
1969,NA,64.28,5.79,366845,Americas
1969,121.7,48.21,6.87,433709,Africa
1969,11.7,74.11,1.92,7997380,Europe
1969,15.6,72.76,2.22,6114719,Europe
1969,79.2,58.57,7.57,6166933,Asia
1969,NA,61.17,6.84,2829641,Asia
1969,129.5,49.07,6.78,13186560,Africa
1969,74.8,59.39,5.76,35826803,Asia
1969,NA,44.86,6.04,589519,Asia
1969,135.8,47.07,7.03,2034909,Africa
1969,42.1,64.26,6.15,82879,Oceania
1969,44.8,65.6,3.66,937846,Americas
1969,128.4,51.74,6.59,4950153,Africa
1969,129.6,53.91,5.64,33969201,Asia
1969,NA,58.8,6.35,2126749,Asia
1969,114.2,50.43,7.12,9162773,Africa
1969,NA,70.7,2.03,46746668,Europe
1969,77.2,60.33,6.68,205570,Asia
1969,18.4,71.64,2.41,55406435,Europe
1969,20.6,70.66,2.46,207599308,Americas
1969,49.6,68.84,2.87,2795044,Americas
1969,NA,63.2,6.55,11599763,Asia
1969,80.4,51.12,6.35,82941,Oceania
1969,49.2,65.3,5.61,11235492,Americas
1969,NA,57.22,7.92,1124929,Asia
1969,57.3,59.63,6.49,42309662,Asia
1969,230,40.71,7.51,6047230,Asia
1969,111.1,53.25,7.43,4047479,Africa
1969,73.4,56.83,7.42,5036321,Africa
1970,76.8,67.83,5.05,2150602,Europe
1970,146,52.41,7.64,14550033,Africa
1970,180,41.5,7.3,6300969,Africa
1970,NA,67.19,3.68,65369,Americas
1970,59.5,67.01,3.07,23973062,Americas
1970,NA,71.47,3.21,2518408,Asia
1970,NA,69.14,2.91,59065,Americas
1970,17.8,70.78,2.86,12904760,Oceania
1970,25,70.07,2.29,7509746,Europe
1970,NA,65.48,4.61,5178160,Asia
1970,26,64.61,3.53,169356,Americas
1970,57.2,63.1,6.5,213102,Asia
1970,149.5,46.31,6.95,65048701,Asia
1970,41.1,66.31,3.11,238847,Americas
1970,NA,71.94,2.3,9039436,Europe
1970,20.6,70.89,2.21,9664320,Europe
1970,70.3,65.72,6.3,122179,Americas
1970,157.1,43.93,6.75,2907769,Africa
1970,181.2,42.31,6.67,291457,Asia
1970,144.4,47.44,6.58,4505774,Americas
1970,60,69.49,2.88,3745637,Europe
1970,85.3,54.3,6.64,693021,Africa
1970,102.5,59.73,5.02,95982453,Americas
1970,58,67.38,5.75,129729,Asia
1970,34.1,71.32,2.14,8494765,Europe
1970,149.3,40.27,6.62,5624597,Africa
1970,146.4,42.76,7.31,3457113,Africa
1970,NA,43.28,6.48,7022185,Asia
1970,126.2,48.97,6.21,6770967,Africa
1970,18.5,72.58,2.31,21439200,Americas
1970,112.4,53.78,6.94,270197,Africa
1970,137,43.36,5.95,1828710,Africa
1970,135.9,45.72,6.53,3644911,Africa
1970,67.6,61.74,4.02,9561868,Americas
1970,80.4,61,5.75,808510713,Asia
1970,70.4,62.83,5.6,22061214,Americas
1970,151.5,48.61,7.06,228443,Africa
1970,149,48.13,6.21,20009902,Africa
1970,88.5,52.85,6.26,1335090,Africa
1970,61.2,67.34,5.01,1848873,Americas
1970,161,45.38,7.91,5241914,Africa
1970,34,68.54,2.01,4423073,Europe
1970,37.4,69.84,4.03,8715123,Americas
1970,29,72.73,2.61,613619,Asia
1970,21,69.72,2.05,9811291,Europe
1970,13.9,73.49,1.95,4930118,Europe
1970,NA,51.75,6.8,159667,Africa
1970,85.7,60.83,6.18,4503114,Americas
1970,96,59.21,6.13,6072520,Americas
1970,162,52.54,5.94,34808599,Africa
1970,106.7,57.57,6.2,3668592,Americas
1970,NA,41.17,5.68,290905,Africa
1970,127.3,43.02,6.65,1805480,Africa
1970,21,70.51,2.1,1360236,Europe
1970,142.5,41.9,6.98,28414999,Africa
1970,43.1,59.61,4.54,520529,Oceania
1970,13.2,70.4,1.83,4606740,Europe
1970,15.1,72.29,2.49,50843830,Europe
1970,NA,60.18,5.06,110496,Oceania
1970,NA,45.55,5.08,590119,Africa
1970,126,43.31,6.09,447283,Africa
1970,NA,67.24,2.6,4707327,Asia
1970,22.1,70.72,2.04,78366605,Europe
1970,120.1,50.08,6.95,8596977,Africa
1970,33.7,71.2,2.36,8778676,Europe
1970,NA,65.19,3.9,46075,Americas
1970,NA,64.62,4.6,94430,Americas
1970,118.2,53.5,6.24,5423384,Americas
1970,195.2,37.89,6.2,4215442,Africa
1970,NA,45.5,6.07,711828,Africa
1970,55.4,60.75,5.07,695561,Americas
1970,163.4,47.1,5.76,4708639,Americas
1970,102.2,54.68,7.27,2691309,Americas
1970,NA,71.89,3.42,3958197,Asia
1970,39,69.29,2.03,10345553,Europe
1970,12.8,74,3.03,204392,Europe
1970,142.8,48.65,5.49,553943226,Asia
1970,113.1,52.71,5.47,114834781,Asia
1970,150.8,52.43,6.44,28514011,Asia
1970,81.5,56.61,7.36,9917982,Asia
1970,19,71.68,3.81,2947339,Europe
1970,24,70.96,3.82,2849623,Asia
1970,29.7,71.62,2.47,53522670,Europe
1970,44.8,70.72,5.48,1873353,Americas
1970,13.4,72.05,2.1,103707537,Asia
1970,65.7,61.15,7.93,1654769,Asia
1970,NA,63.27,3.54,13109992,Asia
1970,91.3,53.83,8.08,11252466,Africa
1970,97.3,49.82,6.05,51181,Oceania
1970,41.4,61.22,4.53,31437141,Asia
1970,53.5,68.93,7.24,750184,Asia
1970,92.8,60.3,4.89,2964499,Asia
1970,141.1,44.66,5.97,2686025,Asia
1970,21,70.31,1.91,2365753,Europe
1970,48.1,65.52,4.95,2297403,Asia
1970,131.6,49.67,5.81,1032240,Africa
1970,191.3,40.1,6.7,1419728,Africa
1970,96,59.01,7.87,2114264,Africa
1970,20.5,71.16,2.31,3137373,Europe
1970,19.3,69.47,1.96,339673,Europe
1970,NA,69.2,2.17,250997,Asia
1970,85,66.63,2.98,1720798,Europe
1970,93.2,47.77,7.33,6576301,Africa
1970,207.7,41.62,7.3,4603739,Africa
1970,43.5,65.08,4.87,10908634,Asia
1970,174,47.37,7.23,115703,Asia
1970,195.7,34.51,6.9,5949043,Africa
1970,24.7,71.6,1.98,304414,Europe
1970,108.5,49.77,6.78,1148908,Africa
1970,60.3,63.14,3.95,826447,Africa
1970,77.5,61.77,6.72,52029859,Americas
1970,NA,60.48,6.94,61433,Oceania
1970,50,65.39,2.58,3594516,Europe
1970,NA,56.58,7.57,1278825,Asia
1970,NA,69.94,2.69,519697,Europe
1970,120.8,54.34,6.69,16039600,Africa
1970,181.9,43.97,6.59,9262078,Africa
1970,62.6,52.81,6.46,780386,Africa
1970,178.6,44.43,5.97,11986974,Asia
1970,12.6,73.57,2.57,12964880,Europe
1970,NA,62.42,5.3,105025,Oceania
1970,16.9,71.35,2.95,2819548,Oceania
1970,116.6,59.18,6.89,2398095,Americas
1970,137.6,38.24,7.42,4497355,Africa
1970,168.9,41.79,6.47,56131844,Africa
1970,13.1,74.19,2.5,3875719,Europe
1970,151.8,53.26,7.31,723850,Asia
1970,141.1,54.06,6.6,58094239,Asia
1970,51.4,66.66,5.17,1519293,Americas
1970,100.1,46.27,6.16,2434755,Oceania
1970,58,69.2,5.74,2474102,Americas
1970,103.4,55.36,6.31,13341071,Americas
1970,55.4,62.26,6.26,35804731,Asia
1970,32.2,69.96,2.23,32816751,Europe
1970,55.4,67.14,2.99,8670352,Europe
1970,NA,71.35,3.15,2709813,Americas
1970,50.4,67.91,6.92,109329,Asia
1970,57.2,68.41,2.87,20549016,Europe
1970,35.4,68.76,2,130126383,Europe
1970,129.4,45.58,8.23,3754546,Africa
1970,57.5,62.47,6.1,104162,Americas
1970,58.6,64.84,6.01,90457,Americas
1970,73,57.33,7.19,143175,Oceania
1970,118,55.65,7.28,5836394,Asia
1970,121.7,39.59,7.34,4217754,Africa
1970,NA,68.34,2.38,8119861,Europe
1970,54.1,64.62,5.76,52364,Africa
1970,191,43.15,6.7,2514151,Africa
1970,22,67.4,3.19,2074071,Asia
1970,25,69.84,2.5,4531874,Europe
1970,25,69.32,2.27,1669583,Europe
1970,76.5,56.31,6.91,160292,Oceania
1970,NA,52.77,5.59,22502502,Africa
1970,25.5,72.19,2.87,33923240,Europe
1970,53.6,64.69,4.34,12487493,Asia
1970,94.7,54.26,6.89,10232758,Africa
1970,NA,64.66,5.65,371268,Americas
1970,119.3,48.79,6.88,445844,Africa
1970,11.3,74.66,1.92,8049049,Europe
1970,15,73.18,2.12,6169357,Europe
1970,75.3,59.31,7.57,6378802,Asia
1970,108,61.55,6.88,2919586,Asia
1970,127.6,49.53,6.77,13605504,Africa
1970,71.8,59.86,5.6,36884914,Asia
1970,NA,45.56,5.92,602737,Asia
1970,132.8,47.72,7.08,2115521,Africa
1970,39.6,64.58,5.94,84370,Oceania
1970,43.9,65.73,3.55,945996,Americas
1970,122.2,52.94,6.44,5060393,Africa
1970,126.2,54.59,5.56,34772031,Asia
1970,NA,59.15,6.3,2188499,Asia
1970,113.5,50.74,7.12,9446024,Africa
1970,27.96180937,70.59,2.05,47086758,Europe
1970,70.9,61.08,6.61,235434,Asia
1970,18,71.89,2.29,55611401,Europe
1970,19.9,70.92,2.46,209485807,Americas
1970,48.6,68.88,2.9,2809799,Americas
1970,NA,63.54,6.49,11972994,Asia
1970,77.5,51.67,6.27,85388,Oceania
1970,48.1,65.8,5.4,11587758,Americas
1970,NA,57.97,7.86,1124843,Asia
1970,56.4,58.78,6.47,43407291,Asia
1970,221.1,41.55,7.54,6156234,Asia
1970,109.3,53.88,7.44,4185378,Africa
1970,72.4,57.22,7.42,5206311,Africa
1971,74.1,68.16,4.93,2202040,Europe
1971,143.6,52.88,7.62,14960111,Africa
1971,NA,42.06,7.26,6437645,Africa
1971,NA,67.56,3.52,66338,Americas
1971,58.8,67.32,3.1,24366442,Americas
1971,NA,71.79,3.12,2580894,Asia
1971,NA,69.5,2.79,59438,Americas
1971,17.4,71.38,2.95,13150591,Oceania
1971,24.7,70.27,2.2,7543451,Europe
1971,NA,65.75,4.48,5287272,Asia
1971,26.4,64.85,3.5,173867,Americas
1971,52.5,63.92,6.29,220808,Asia
1971,148.9,45.74,6.94,66417450,Asia
1971,39.2,66.71,2.95,240038,Americas
1971,NA,72.56,2.28,9113278,Europe
1971,19.7,71.01,2.13,9692900,Europe
1971,67.9,66.21,6.29,124792,Americas
1971,154.9,44.55,6.79,2971941,Africa
1971,176.2,43.23,6.67,301653,Asia
1971,141.3,47.86,6.55,4600596,Americas
1971,NA,70.17,2.78,3790948,Europe
1971,82.2,54.9,6.61,715811,Africa
1971,100,60.14,4.9,98402200,Americas
1971,NA,67.79,5.77,135716,Asia
1971,32.6,70.93,2.14,8546810,Europe
1971,148.5,40.75,6.66,5723379,Africa
1971,146.3,42.91,7.33,3507593,Africa
1971,NA,41.67,6.34,7167716,Asia
1971,121.6,49.59,6.25,6948847,Africa
1971,17.7,72.91,2.14,21790338,Americas
1971,104.2,54.65,6.91,273053,Africa
1971,134.5,44.19,5.95,1864757,Africa
1971,134.5,46.33,6.58,3727382,Africa
1971,66.7,62.34,3.85,9741579,Americas
1971,76.8,62.04,5.4,829367784,Asia
1971,68.1,63.23,5.37,22611988,Americas
1971,148.1,49.12,7.06,233125,Africa
1971,147.5,48.6,6.24,20563111,Africa
1971,86.5,53.14,6.28,1376189,Africa
1971,57.8,67.86,4.73,1898366,Americas
1971,156.4,46.27,7.93,5487594,Africa
1971,NA,68.86,1.99,4438818,Europe
1971,34.5,70.34,3.86,8869961,Americas
1971,NA,72.99,2.55,620860,Asia
1971,NA,69.96,2.1,9840280,Europe
1971,13.3,73.55,2.04,4960476,Europe
1971,NA,52.51,6.83,169370,Africa
1971,83.7,61.47,5.98,4631114,Americas
