Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
ENSMUSG00000032530,Lyzl4,0,0,0,0,0,0,0,0
ENSMUSG00000032531,Amotl2,0,0,0,0,0,0,0,0
ENSMUSG00000032532,Cck,0,0,0,0,0,0,0,0
ENSMUSG00000032534,Cep63,34,37,36,26,20,28,19,21
ENSMUSG00000032536,Trak1,23,30,7,7,17,18,10,13
ENSMUSG00000032537,Ephb1,0,0,0,0,0,0,0,0
ENSMUSG00000032540,Abhd5,31,27,40,29,22,22,37,38
ENSMUSG00000032547,Ryk,3,8,11,7,0,0,7,5
ENSMUSG00000032548,Slco2a1,0,0,0,0,0,0,0,0
ENSMUSG00000032549,Rab6b,0,0,0,0,0,0,0,0
ENSMUSG00000032551,1110059G10Rik,12,7,6,10,11,10,10,16
ENSMUSG00000032553,Srprb,37,25,31,37,57,39,42,36
ENSMUSG00000032554,Trf,0,0,0,0,0,0,0,0
ENSMUSG00000032555,Topbp1,56,38,52,36,69,52,21,23
ENSMUSG00000032556,Bfsp2,1,2,1,1,4,3,3,7
ENSMUSG00000032557,Uba5,39,38,25,22,18,19,94,77
ENSMUSG00000032558,Nphp3,0,0,0,0,5,4,0,0
ENSMUSG00000032560,Dnajc13,4,3,23,20,10,8,0,0
ENSMUSG00000032561,Acpp,0,0,0,0,0,0,0,0
ENSMUSG00000032562,Gnai2,38,42,23,34,27,16,38,34
ENSMUSG00000032563,Mrpl3,68,73,63,63,65,70,115,134
ENSMUSG00000032564,Cpne4,2,7,0,0,1,1,0,0
ENSMUSG00000032565,Nudt16,35,42,46,34,24,18,53,54
ENSMUSG00000032566,1700080E11Rik,0,0,0,0,0,0,0,0
ENSMUSG00000032567,Aste1,14,18,26,28,29,27,4,6
ENSMUSG00000032570,Atp2c1,66,73,90,109,42,42,6,5
ENSMUSG00000032571,Pik3r4,4,5,11,9,21,15,9,15
ENSMUSG00000032572,Col6a4,0,0,0,0,0,0,0,0
ENSMUSG00000032575,Manf,108,120,104,108,89,98,204,181
ENSMUSG00000032577,Mapkapk3,28,22,16,19,29,30,9,8
ENSMUSG00000032578,Cish,0,0,0,0,0,0,0,0
ENSMUSG00000032579,Hemk1,13,10,8,20,9,5,28,10
ENSMUSG00000032580,Rbm5,113,101,132,105,127,127,120,137
ENSMUSG00000032582,Rbm6,42,35,44,67,71,69,10,11
ENSMUSG00000032583,Mon1a,21,28,1,1,12,14,12,17
ENSMUSG00000032584,Mst1r,0,0,0,0,0,0,0,0
ENSMUSG00000032586,Traip,80,94,91,101,109,92,43,50
ENSMUSG00000032589,Bsn,26,16,20,19,29,22,23,36
ENSMUSG00000032590,Apeh,90,88,36,30,116,90,42,52
ENSMUSG00000032591,Mst1,0,0,0,0,0,0,0,0
ENSMUSG00000032593,Amigo3,0,0,0,0,0,0,0,0
ENSMUSG00000032594,Ip6k1,38,21,22,31,15,29,13,4
ENSMUSG00000032595,Cdhr4,0,0,0,0,0,0,0,0
ENSMUSG00000032596,Uba7,8,6,5,9,29,37,2,0
ENSMUSG00000032598,Nckipsd,16,14,11,12,11,9,6,7
ENSMUSG00000032599,Ip6k2,2,2,6,8,2,2,6,3
ENSMUSG00000032601,Prkar2a,0,0,0,0,0,0,0,0
ENSMUSG00000032602,Slc25a20,37,35,27,27,28,29,23,26
ENSMUSG00000032604,Qars,37,52,70,86,45,50,49,40
ENSMUSG00000032606,Nicn1,1,1,2,4,10,6,12,5
ENSMUSG00000032607,Amt,1,0,0,0,0,0,1,0
ENSMUSG00000032609,Klhdc8b,9,7,9,8,9,6,8,10
ENSMUSG00000032611,1700102P08Rik,0,3,0,0,0,0,0,0
ENSMUSG00000032612,Usp4,178,175,175,179,137,134,23,18
ENSMUSG00000032615,Nt5m,55,69,63,54,35,38,75,83
ENSMUSG00000032621,Srek1,48,39,60,79,64,65,60,63
ENSMUSG00000032623,Oas1d,0,0,0,0,0,0,0,0
ENSMUSG00000032624,Eml4,14,20,3,2,26,27,31,17
ENSMUSG00000032625,Thsd7a,0,0,0,0,0,0,0,0
ENSMUSG00000032633,Flcn,61,49,27,21,56,42,1,5
ENSMUSG00000032637,Atxn2l,4,3,6,9,7,9,6,4
ENSMUSG00000032640,Chsy1,8,8,20,10,14,26,10,20
ENSMUSG00000032641,Gpr19,15,9,11,10,5,10,12,9
ENSMUSG00000032643,Fhl3,6,7,1,3,1,2,6,2
ENSMUSG00000032648,Pygm,0,0,0,0,0,0,0,0
ENSMUSG00000032649,Colgalt2,0,0,0,0,0,0,0,0
ENSMUSG00000032652,Crebl2,0,1,1,1,1,2,4,1
ENSMUSG00000032656,37681,0,0,0,0,0,0,0,0
ENSMUSG00000032657,Fam189b,43,46,61,57,47,54,19,20
ENSMUSG00000032661,Oas3,0,0,0,1,13,16,5,2
ENSMUSG00000032666,1700025G04Rik,7,9,14,13,11,12,20,16
ENSMUSG00000032667,Pon2,40,42,53,48,21,34,26,30
ENSMUSG00000032671,A930018P22Rik,0,0,0,0,0,0,0,0
ENSMUSG00000032673,Prorsd1,17,23,28,23,18,15,23,31
ENSMUSG00000032679,Cd59a,0,0,0,0,0,0,0,0
ENSMUSG00000032680,6820408C15Rik,0,0,0,0,0,0,0,0
ENSMUSG00000032688,Malt1,18,20,6,11,9,16,6,7
ENSMUSG00000032690,Oas2,0,0,0,0,2,0,7,5
ENSMUSG00000032691,Nlrp3,0,0,0,0,0,0,0,0
ENSMUSG00000032698,Lmo2,0,0,0,0,0,0,0,0
ENSMUSG00000032702,Kank1,0,0,0,0,0,0,0,0
ENSMUSG00000032705,Exd2,5,6,15,12,20,20,0,0
ENSMUSG00000032712,2810474O19Rik,35,21,12,16,28,31,20,18
ENSMUSG00000032714,Syde1,1,1,0,0,3,5,0,0
ENSMUSG00000032715,Trib3,18,15,15,14,18,24,19,10
ENSMUSG00000032717,Mdfi,0,0,0,0,0,0,0,0
ENSMUSG00000032718,Mansc1,0,0,0,0,0,0,0,0
ENSMUSG00000032719,Sbspon,0,0,0,0,0,0,1,2
ENSMUSG00000032724,Abtb2,1,0,0,0,7,8,0,0
ENSMUSG00000032725,Folr2,0,0,0,0,0,0,0,0
ENSMUSG00000032726,Bmp8a,0,0,0,0,0,0,0,0
ENSMUSG00000032727,Mier3,26,43,52,51,33,32,9,10
ENSMUSG00000032733,Snx33,12,10,0,0,7,6,0,0
ENSMUSG00000032735,Ablim3,0,0,2,0,0,0,0,0
ENSMUSG00000032737,Inppl1,9,9,8,10,7,8,0,0
ENSMUSG00000032739,Pram1,0,0,0,0,0,0,0,0
ENSMUSG00000032740,Ccdc88a,11,18,21,24,10,9,22,24
ENSMUSG00000032741,Tpcn1,19,23,19,15,10,17,5,4
ENSMUSG00000032743,D430042O09Rik,6,6,10,3,6,5,14,7
ENSMUSG00000032744,Heyl,0,0,0,0,0,0,0,0
ENSMUSG00000032745,Gpbp1,252,250,241,215,193,175,32,30
ENSMUSG00000032750,Gab3,12,14,7,8,1,1,7,8
ENSMUSG00000032754,Slc8b1,0,0,0,0,5,0,1,0
ENSMUSG00000032757,Bet1,78,81,64,48,82,82,66,63
ENSMUSG00000032758,Kap,0,0,0,0,0,0,0,0
ENSMUSG00000032763,Ilvbl,29,22,26,23,33,26,17,22
ENSMUSG00000032766,Gng11,11,6,2,2,2,2,7,4
ENSMUSG00000032769,Trpa1,0,0,0,0,0,0,0,0
ENSMUSG00000032773,Chrm1,0,0,0,0,0,0,0,0
ENSMUSG00000032776,Mctp2,0,0,0,0,0,0,0,0
ENSMUSG00000032777,Gtf3c1,38,44,32,32,40,44,10,11
ENSMUSG00000032782,Cntrob,16,9,9,4,6,2,1,2
ENSMUSG00000032783,Troap,41,38,29,43,34,34,31,33
ENSMUSG00000032786,Alas1,28,10,24,24,32,21,22,19
ENSMUSG00000032788,Pdxk,116,96,67,68,81,79,88,92
ENSMUSG00000032796,Lama1,0,0,0,0,0,0,0,0
ENSMUSG00000032802,Srxn1,0,0,0,0,0,0,0,0
ENSMUSG00000032803,Cdv3,319,312,318,314,280,280,169,158
ENSMUSG00000032806,Slc10a3,7,12,40,26,13,22,11,13
ENSMUSG00000032807,Alox12b,0,0,0,0,0,0,0,0
ENSMUSG00000032808,Cyp2c38,0,0,0,0,0,0,0,0
ENSMUSG00000032812,Arap1,13,16,17,14,8,10,7,3
ENSMUSG00000032815,Fanca,44,33,8,11,38,43,14,11
ENSMUSG00000032816,Igdcc4,0,0,0,0,0,0,0,0
ENSMUSG00000032818,Loxhd1,0,0,0,0,0,0,0,0
ENSMUSG00000032826,Ank2,0,0,0,0,0,0,0,0
ENSMUSG00000032827,Ppp1r9a,0,0,0,0,0,0,0,0
ENSMUSG00000032834,Pwp2,83,64,82,73,31,45,6,2
ENSMUSG00000032839,Trpc1,0,0,0,0,0,0,0,0
ENSMUSG00000032840,2410131K14Rik,18,17,9,9,16,15,3,1
ENSMUSG00000032841,Prr5l,0,0,0,0,0,0,0,0
ENSMUSG00000032842,Abcc10,0,0,0,0,0,0,2,1
ENSMUSG00000032845,Alpk2,0,0,0,0,0,0,0,0
ENSMUSG00000032846,Zswim6,0,0,0,0,0,0,0,0
ENSMUSG00000032849,Abcc4,15,28,14,17,21,27,5,9
ENSMUSG00000032850,Rnft2,0,0,0,0,0,0,0,0
ENSMUSG00000032852,Rspo4,0,0,0,0,0,0,0,0
ENSMUSG00000032854,Ugt8a,0,0,0,0,0,0,0,0
ENSMUSG00000032855,Pkd1,0,0,2,3,2,1,1,3
ENSMUSG00000032860,P2ry2,0,0,0,0,0,0,0,0
ENSMUSG00000032864,Rag2,0,0,0,0,0,0,0,0
ENSMUSG00000032867,Fbxw8,8,19,13,21,26,14,9,7
ENSMUSG00000032869,Psmf1,133,154,110,88,136,139,164,175
ENSMUSG00000032870,Smap2,9,7,25,34,18,13,21,19
ENSMUSG00000032872,Cyb5r4,42,29,49,43,28,21,9,11
ENSMUSG00000032875,Arhgef17,0,0,0,0,0,0,0,0
ENSMUSG00000032878,Ccdc85a,0,0,0,0,0,0,0,0
ENSMUSG00000032883,Acsl3,41,35,78,82,40,31,13,12
ENSMUSG00000032889,Gm6685,0,0,0,0,0,0,0,0
ENSMUSG00000032890,Rims3,0,0,0,0,0,0,0,0
ENSMUSG00000032892,Rangrf,15,9,4,2,5,9,12,1
ENSMUSG00000032894,1700031F05Rik,0,0,0,0,0,0,0,0
ENSMUSG00000032897,Nfyc,37,42,35,36,20,14,29,45
ENSMUSG00000032898,Fbxo21,31,52,38,32,47,37,12,6
ENSMUSG00000032899,Styk1,0,0,0,0,0,0,0,0
ENSMUSG00000032900,Tex43,0,0,0,0,0,0,0,0
ENSMUSG00000032902,Slc16a1,368,330,388,413,317,301,27,33
ENSMUSG00000032905,Atg12,146,129,116,112,81,103,18,18
ENSMUSG00000032908,Sgpp2,0,3,0,0,0,0,0,0
ENSMUSG00000032911,Cspg4,0,0,0,0,0,0,0,0
ENSMUSG00000032913,Lrig2,1,0,8,11,15,15,2,1
ENSMUSG00000032915,Adgre4,0,0,0,0,0,0,0,0
ENSMUSG00000032921,Odf4,0,0,0,0,0,0,0,0
ENSMUSG00000032925,Itgbl1,0,0,0,0,0,0,0,0
ENSMUSG00000032932,Hspa13,26,32,19,15,10,12,17,9
ENSMUSG00000032936,Camkv,0,0,0,0,0,0,0,0
ENSMUSG00000032937,Fshr,0,0,0,0,0,0,0,0
ENSMUSG00000032939,Nup93,609,527,567,541,568,565,64,64
ENSMUSG00000032940,Rbm11,0,0,0,0,0,0,0,0
ENSMUSG00000032942,Ucp3,0,0,0,0,1,1,0,0
ENSMUSG00000032946,Rasgrp2,20,20,23,22,2,7,4,4
ENSMUSG00000032948,Lipi,0,0,0,0,0,0,0,0
ENSMUSG00000032952,Ap4b1,3,7,4,9,2,8,0,2
ENSMUSG00000032959,Pebp1,115,125,135,157,111,115,178,173
ENSMUSG00000032965,Ift57,11,13,19,17,18,18,29,28
ENSMUSG00000032966,Fkbp1a,537,548,422,398,518,499,639,661
ENSMUSG00000032968,Inha,0,0,0,0,0,0,0,0
ENSMUSG00000032977,Fam207a,71,77,45,48,61,72,65,54
ENSMUSG00000032978,Guca2b,0,0,0,0,0,0,0,0
ENSMUSG00000032985,5730522E02Rik,0,0,0,0,0,0,0,0
ENSMUSG00000032987,Olfr281,0,0,0,0,0,0,0,0
ENSMUSG00000032988,Slc16a8,0,0,0,0,0,0,0,0
ENSMUSG00000032997,Chpf,22,16,22,22,17,19,26,22
ENSMUSG00000032998,Foxj3,16,16,19,10,16,20,2,0
ENSMUSG00000032999,Nlrp4f,0,0,0,0,0,0,0,0
ENSMUSG00000033004,Mycbp2,13,13,49,36,43,37,30,30
ENSMUSG00000033006,Sox10,0,0,0,0,0,0,0,0
ENSMUSG00000033007,Asic4,0,0,0,0,0,0,0,0
ENSMUSG00000033009,Ogfod1,21,14,22,19,9,13,7,5
ENSMUSG00000033014,Trim33,28,32,12,20,13,7,3,6
ENSMUSG00000033015,4933427E13Rik,0,0,0,0,0,0,0,0
ENSMUSG00000033016,Nfatc1,9,5,3,4,2,2,0,0
ENSMUSG00000033020,Polr2f,54,61,55,58,63,59,65,116
ENSMUSG00000033021,Gmppa,68,88,45,44,105,83,97,93
ENSMUSG00000033022,Cdo1,1,0,0,0,0,0,6,4
ENSMUSG00000033024,Klra9,0,0,0,0,0,0,0,0
ENSMUSG00000033027,Klrc3,0,0,0,0,0,1,0,0
ENSMUSG00000033029,1700088E04Rik,5,3,3,1,11,3,2,0
ENSMUSG00000033031,C330027C09Rik,66,63,48,39,48,45,16,20
ENSMUSG00000033032,Afap1l1,0,0,0,0,0,0,0,0
ENSMUSG00000033033,Calhm2,0,0,6,4,11,8,1,0
ENSMUSG00000033036,Gm7879,0,0,0,0,0,0,0,0
ENSMUSG00000033039,Micall1,6,6,4,5,4,15,1,2
ENSMUSG00000033044,Dhrs7c,0,0,0,0,0,0,0,0
ENSMUSG00000033047,Eif3l,322,264,248,244,328,332,292,259
ENSMUSG00000033053,1700028P14Rik,0,0,0,0,0,0,0,0
ENSMUSG00000033054,Npat,44,65,44,41,38,48,10,12
ENSMUSG00000033055,Ankrd54,39,49,49,34,46,39,67,59
ENSMUSG00000033059,Pygb,80,74,49,47,54,57,10,15
ENSMUSG00000033060,Lmo7,4,4,3,8,6,8,5,8
ENSMUSG00000033061,Resp18,0,0,0,0,0,0,0,0
ENSMUSG00000033063,Cntnap3,0,0,0,0,0,0,0,0
ENSMUSG00000033065,Pfkm,32,34,29,31,14,10,11,7
ENSMUSG00000033066,Gas7,0,0,0,0,0,0,6,7
ENSMUSG00000033068,Entpd6,3,8,28,21,32,33,34,22
ENSMUSG00000033075,Senp1,96,62,54,47,42,42,11,13
ENSMUSG00000033080,Vsx1,0,0,1,0,0,0,0,0
ENSMUSG00000033082,Clec1a,0,0,0,0,0,0,0,0
ENSMUSG00000033083,Tbc1d4,22,27,29,36,24,22,11,24
ENSMUSG00000033088,Triobp,10,16,12,19,32,31,4,10
ENSMUSG00000033096,Apmap,79,57,88,93,57,57,28,26
ENSMUSG00000033099,Nol12,31,16,63,50,43,32,27,32
ENSMUSG00000033102,Cdc14b,4,3,3,4,0,0,0,0
ENSMUSG00000033105,Lss,108,115,121,143,113,123,22,21
ENSMUSG00000033106,Slc7a6os,8,4,15,12,18,12,24,29
ENSMUSG00000033107,Rnf125,173,215,187,161,286,279,322,345
ENSMUSG00000033111,3830406C13Rik,10,20,13,15,16,17,24,25
ENSMUSG00000033114,Slc35d2,2,4,0,0,2,5,7,12
ENSMUSG00000033122,Hsd17b3,0,0,0,0,0,0,0,0
ENSMUSG00000033124,Atg9a,0,1,1,1,1,0,3,8
ENSMUSG00000033126,Ybey,4,0,6,9,4,3,2,3
ENSMUSG00000033128,Gga1,8,4,7,7,6,5,1,1
ENSMUSG00000033147,Slc22a15,0,3,6,1,1,0,9,4
ENSMUSG00000033149,Phldb2,17,21,15,19,4,5,5,2
ENSMUSG00000033152,Podxl2,0,0,0,0,0,0,0,0
ENSMUSG00000033156,Cst10,0,0,0,0,0,0,0,0
ENSMUSG00000033157,Abhd10,34,44,31,31,15,32,33,37
ENSMUSG00000033159,Cnppd1,24,33,29,37,24,22,16,22
ENSMUSG00000033161,Atp1a1,140,161,122,134,148,138,58,57
ENSMUSG00000033166,Dis3,61,48,44,33,38,49,8,4
ENSMUSG00000033170,Card10,0,0,0,0,0,0,0,0
ENSMUSG00000033174,Mgll,0,0,0,0,0,0,0,0
ENSMUSG00000033177,Tmprss7,0,0,0,0,0,0,0,0
ENSMUSG00000033182,Kbtbd12,0,0,0,0,0,0,0,0
ENSMUSG00000033184,Tmed7,74,54,56,51,20,27,7,13
ENSMUSG00000033186,Mzt1,20,15,12,21,17,15,10,16
ENSMUSG00000033187,BC016579,0,0,0,0,0,0,0,0
ENSMUSG00000033191,Tie1,0,0,0,0,0,0,0,0
ENSMUSG00000033192,Lpcat2,0,0,0,0,0,0,0,0
ENSMUSG00000033196,Myh2,0,0,0,0,0,0,0,0
ENSMUSG00000033200,Tpsg1,0,0,0,0,0,0,0,0
ENSMUSG00000033207,Mamdc2,0,0,0,0,0,0,0,0
ENSMUSG00000033208,S100b,0,0,0,0,0,0,0,0
ENSMUSG00000033209,Ttc28,0,0,0,0,0,0,3,2
ENSMUSG00000033210,Slc9c1,0,0,0,0,0,0,0,0
ENSMUSG00000033213,AA467197,0,0,0,0,2,3,3,0
ENSMUSG00000033214,Slitrk5,0,0,0,0,0,0,0,0
ENSMUSG00000033216,Eefsec,108,97,109,104,87,111,156,120
ENSMUSG00000033219,Gm9758,0,0,0,0,0,0,0,0
ENSMUSG00000033220,Rac2,318,310,314,320,290,282,576,580
ENSMUSG00000033222,Ttf2,43,27,35,38,24,30,15,14
ENSMUSG00000033227,Wnt6,0,0,0,0,0,0,0,0
ENSMUSG00000033228,Scaf11,224,218,224,210,272,240,187,164
ENSMUSG00000033233,Trim45,0,0,10,11,2,7,8,1
ENSMUSG00000033237,Arid2,74,78,73,80,69,74,47,34
ENSMUSG00000033249,Hsf4,0,0,0,1,0,0,0,0
ENSMUSG00000033253,Szt2,8,17,6,5,13,11,8,12
ENSMUSG00000033255,Gm5134,0,0,0,0,2,2,0,0
ENSMUSG00000033256,Shf,5,4,6,5,9,4,7,14
ENSMUSG00000033257,Ttll4,54,56,8,9,25,16,1,5
ENSMUSG00000033268,Duox1,2,1,0,0,0,0,0,0
ENSMUSG00000033272,Slc35a4,475,432,349,371,422,426,271,275
ENSMUSG00000033276,Stk36,0,0,0,0,0,0,0,0
ENSMUSG00000033278,Ptprm,0,0,0,0,0,0,0,0
ENSMUSG00000033282,Rpgrip1l,10,12,1,3,5,4,10,5
ENSMUSG00000033285,Wdr3,119,137,117,116,153,173,26,26
ENSMUSG00000033287,Kctd17,0,0,0,0,0,0,0,0
ENSMUSG00000033294,Noc4l,180,158,180,185,233,208,255,280
ENSMUSG00000033295,Ptprf,0,0,0,0,5,2,0,0
ENSMUSG00000033306,Lpp,4,4,10,11,4,6,0,0
ENSMUSG00000033307,Mif,319,267,294,240,363,305,559,445
ENSMUSG00000033308,Dpyd,0,0,0,0,0,0,0,0
ENSMUSG00000033313,Fbxl8,2,4,6,2,8,8,3,2
ENSMUSG00000033316,Galnt9,0,0,0,0,0,0,0,0
ENSMUSG00000033318,Gstt2,11,5,10,6,12,16,21,11
ENSMUSG00000033319,Fem1c,30,39,7,14,28,21,3,3
ENSMUSG00000033323,Ctdp1,26,21,33,33,1,3,9,6
ENSMUSG00000033326,Kdm4a,2,8,6,3,4,2,0,0
ENSMUSG00000033327,Tnxb,1,1,0,0,0,0,0,0
ENSMUSG00000033335,Dnm2,71,78,77,93,108,110,33,31
ENSMUSG00000033342,Lppr5,0,0,0,0,0,0,0,0
ENSMUSG00000033343,Magea4,0,0,0,0,0,0,0,0
ENSMUSG00000033350,Chst2,0,0,0,0,0,0,0,0
ENSMUSG00000033352,Map2k4,81,59,68,82,70,62,28,45
ENSMUSG00000033355,Rtp4,0,0,0,0,34,28,67,60
ENSMUSG00000033356,Pus7l,11,8,19,11,7,3,0,0
ENSMUSG00000033361,Prrg3,0,0,0,0,0,0,0,0
ENSMUSG00000033364,Usp37,147,179,91,92,107,93,39,49
ENSMUSG00000033365,Ipo13,57,78,54,61,58,66,29,39
ENSMUSG00000033368,Trim69,2,3,0,0,1,1,0,0
ENSMUSG00000033373,Fntb,47,31,34,30,29,38,31,22
ENSMUSG00000033377,Palmd,0,0,0,0,0,0,0,0
ENSMUSG00000033379,Atp6v0b,366,247,336,276,380,237,577,465
ENSMUSG00000033382,Trappc8,5,5,18,32,16,13,0,0
ENSMUSG00000033383,Rtp1,0,0,0,0,0,0,0,0
ENSMUSG00000033386,Frrs1,35,39,72,78,70,82,46,38
ENSMUSG00000033389,Arhgap44,0,0,0,0,0,0,0,0
ENSMUSG00000033392,Clasp2,37,39,40,33,45,36,54,37
ENSMUSG00000033396,Spg11,22,22,18,11,12,11,9,14
ENSMUSG00000033400,Agl,0,0,0,0,0,0,0,0
ENSMUSG00000033405,Nudt15,5,2,4,7,0,0,0,1
ENSMUSG00000033409,Syce1l,0,0,0,0,0,0,0,0
ENSMUSG00000033411,Ctdspl2,128,108,128,130,119,111,12,20
ENSMUSG00000033416,Gucd1,16,11,28,23,16,18,17,18
ENSMUSG00000033417,Cacul1,29,31,69,56,47,19,28,20
ENSMUSG00000033419,Snap91,0,0,0,0,0,0,0,0
ENSMUSG00000033420,Antxr1,3,0,0,0,0,0,0,0
ENSMUSG00000033423,Eri3,64,74,85,75,60,63,102,110
ENSMUSG00000033427,Upb1,0,0,0,0,0,0,0,0
ENSMUSG00000033429,Mcee,12,17,15,14,10,14,13,26
ENSMUSG00000033430,Terf2ip,25,21,28,23,28,26,15,11
ENSMUSG00000033434,Gtpbp6,10,6,28,14,12,13,3,3
ENSMUSG00000033436,Armcx2,0,0,0,0,0,0,0,0
ENSMUSG00000033439,Trmt13,29,20,12,14,12,9,13,8
ENSMUSG00000033444,Specc1l,18,18,33,23,31,27,16,25
ENSMUSG00000033446,Lpar6,52,53,55,61,43,77,46,66
ENSMUSG00000033450,Tagap,1,0,0,0,0,1,2,0
ENSMUSG00000033453,Adamts15,0,0,0,0,0,0,0,0
ENSMUSG00000033454,Zbtb1,89,75,50,52,62,63,5,4
ENSMUSG00000033458,Fan1,3,3,0,1,2,3,0,0
ENSMUSG00000033460,Armcx1,0,0,0,0,3,4,0,0
ENSMUSG00000033467,Crlf2,3,2,1,1,1,0,1,1
ENSMUSG00000033470,Cysltr2,0,0,0,0,0,0,0,0
ENSMUSG00000033475,Tomm6,2,0,1,1,0,0,0,0
ENSMUSG00000033478,Fam160b1,0,0,0,0,9,13,4,3
ENSMUSG00000033486,Catsper2,0,0,0,0,1,7,0,0
ENSMUSG00000033487,Fndc3a,14,16,7,8,10,12,5,4
ENSMUSG00000033488,BC026585,0,0,0,0,0,0,0,0
ENSMUSG00000033491,Prss35,0,0,0,0,0,0,0,0
ENSMUSG00000033498,Strc,0,0,1,1,4,8,4,4
ENSMUSG00000033499,Larp4b,61,51,42,34,82,80,53,45
ENSMUSG00000033501,Crygs,0,0,0,0,0,0,0,0
ENSMUSG00000033502,Cdc14a,14,3,15,8,7,8,11,8
ENSMUSG00000033508,Asprv1,0,0,2,4,0,0,0,0
ENSMUSG00000033510,Otud7a,0,0,0,0,0,0,0,0
ENSMUSG00000033520,Idi2,0,0,0,0,0,0,0,0
ENSMUSG00000033526,Ppip5k1,27,24,20,19,28,30,14,18
ENSMUSG00000033530,Ttc7b,10,12,0,1,8,11,6,8
ENSMUSG00000033533,Acsm1,0,0,0,0,0,0,0,0
ENSMUSG00000033538,Casp4,57,60,64,78,95,106,184,212
ENSMUSG00000033540,Idua,12,4,0,3,17,15,3,3
ENSMUSG00000033542,Arhgef5,0,0,0,0,0,0,0,0
ENSMUSG00000033543,Gtf2a2,116,116,116,113,141,144,256,263
ENSMUSG00000033544,Angptl1,0,0,0,0,0,0,0,0
ENSMUSG00000033545,Znrf1,7,4,4,5,8,8,14,23
ENSMUSG00000033554,Dph5,84,85,55,69,82,81,109,122
ENSMUSG00000033557,Fam20b,29,19,48,39,23,26,4,6
ENSMUSG00000033565,Rbfox2,0,0,7,13,14,14,10,12
ENSMUSG00000033569,Adgrb3,1,3,0,0,0,0,0,0
ENSMUSG00000033576,Apol6,0,0,0,0,0,0,0,0
ENSMUSG00000033577,Myo6,10,8,14,15,3,2,0,0
ENSMUSG00000033578,Tmem35,0,0,0,0,0,0,0,0
ENSMUSG00000033579,Fa2h,0,0,0,0,0,0,0,0
ENSMUSG00000033581,Igf2bp2,29,28,23,10,23,23,2,8
ENSMUSG00000033585,Ndn,0,0,0,0,0,0,0,0
ENSMUSG00000033589,Reep4,99,91,87,88,98,109,162,190
ENSMUSG00000033590,Myo5c,0,0,0,0,0,0,0,0
ENSMUSG00000033594,Spata2l,0,0,0,0,0,0,0,0
ENSMUSG00000033595,Lgi3,0,0,0,0,0,0,0,0
ENSMUSG00000033596,Rfwd3,92,111,80,92,83,90,11,3
ENSMUSG00000033597,Caskin1,0,0,0,1,0,0,0,0
ENSMUSG00000033610,Pank1,0,0,0,0,0,0,0,0
ENSMUSG00000033615,Cplx1,0,0,0,0,0,0,0,0
ENSMUSG00000033618,Map3k13,0,0,0,0,0,0,0,0
ENSMUSG00000033623,Pcgf3,4,7,27,28,8,7,1,3
ENSMUSG00000033624,Pdpr,14,6,11,3,14,13,0,5
ENSMUSG00000033628,Pik3c3,15,17,26,48,31,46,17,9
ENSMUSG00000033629,Hacd3,91,102,115,131,115,117,26,34
ENSMUSG00000033632,AW554918,7,6,22,14,2,6,11,14
ENSMUSG00000033633,Clec18a,0,0,0,0,0,0,0,0
ENSMUSG00000033634,Cml2,0,0,0,0,0,0,0,0
ENSMUSG00000033644,Piwil2,0,0,0,0,0,0,0,0
ENSMUSG00000033653,Vps8,3,3,0,0,3,1,2,0
ENSMUSG00000033658,Ddx19b,35,31,34,12,42,35,30,25
ENSMUSG00000033669,Zfp7,9,7,8,4,4,5,1,2
ENSMUSG00000033671,Cep350,23,26,3,4,18,21,3,2
ENSMUSG00000033676,Gabrb3,0,0,0,0,0,0,0,0
ENSMUSG00000033684,Qsox1,16,16,24,25,13,16,12,3
ENSMUSG00000033685,Ucp2,195,139,163,166,150,149,266,280
ENSMUSG00000033688,1300017J02Rik,0,0,0,0,0,0,1,0
ENSMUSG00000033697,Arhgap39,0,0,3,3,8,3,2,1
ENSMUSG00000033701,Acbd6,26,32,37,34,47,39,67,60
ENSMUSG00000033703,Fuk,5,8,9,5,16,14,7,3
ENSMUSG00000033705,Stard9,2,2,0,0,6,2,0,1
ENSMUSG00000033706,Smyd5,99,97,123,116,73,94,70,60
ENSMUSG00000033707,Lrrc24,4,7,6,3,1,3,0,0
ENSMUSG00000033712,Ccar2,49,37,46,50,43,38,14,20
ENSMUSG00000033713,Foxn3,26,23,8,11,10,12,19,19
ENSMUSG00000033715,Akr1c14,0,0,0,0,0,0,0,0
ENSMUSG00000033717,Adra2a,0,0,0,0,0,0,0,0
ENSMUSG00000033720,Sfxn5,6,1,0,1,3,6,0,1
ENSMUSG00000033721,Vav3,23,17,16,18,23,11,11,11
ENSMUSG00000033722,BC034090,0,1,0,0,0,0,0,0
ENSMUSG00000033726,Emx1,0,0,0,0,0,0,0,0
ENSMUSG00000033728,Lrrc14,49,53,32,39,32,23,27,28
ENSMUSG00000033730,Egr3,0,0,0,0,0,0,0,0
ENSMUSG00000033731,3300002A11Rik,0,0,0,0,0,0,0,0
ENSMUSG00000033732,Sf3b3,408,389,369,367,336,370,49,44
ENSMUSG00000033735,Spr,42,55,88,82,74,50,76,107
